,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
minspan__wt_glc_anaero__2_0,0.8390756,0.98673654,0.99319977,0.98301584,0.9716274,0.97804224,0.97636944,0.9912798,0.97840345,0.97856414,0.75666416,0.9818908,0.9884906,0.9784363,0.9862561,0.9873707,0.99713993,0.9789755,0.99129015,0.9782496,0.9881104,0.9881899,0.9819046,0.9872135,0.9941848,0.98449,0.98663455,0.8077255,0.9873932,0.7284972,0.98316795,0.98555446,0.9777761,0.989664,0.983237,0.9778297,0.78436446,0.9902567,0.9924584,0.9833615,0.99641067,0.9972643,0.9786817,0.2577088,0.0,0.2577088,0.0,0.2577088,0.83999157,0.32972383,0.37582713,0.35112855,0.42826924,0.4427044,0.7880143,0.39852452,0.2577088,0.37617275,0.39700374,0.6526578,0.2577088,0.32989144,0.31707904,0.99421936,0.9808833,0.99322224,0.7025647,0.83585787,0.9907268,0.9810475,0.98306423,0.9892216,0.9929181,0.9828586,0.9875332,0.9869992,0.9861351,0.98106307,0.9777934,0.8617212,0.9827497,0.9933553,0.99716413,0.9812687,0.9868696,0.9790428,0.93255764,0.9022184,0.87322885,0.9813275,0.9792641,0.9018244,0.78117263,0.99976844,0.99994123
minspan__wt_trp__1_0,0.8415691,0.9865836,0.9933281,0.98273873,0.97124213,0.9773697,0.97622234,0.9909693,0.9782925,0.9779659,0.4795142,0.9816483,0.9883617,0.97804195,0.9859269,0.98699313,0.9968239,0.97879535,0.99116457,0.9783979,0.9878779,0.987985,0.982006,0.98728687,0.99406075,0.9845359,0.9868497,0.67531544,0.98707604,0.61783427,0.9831068,0.98523057,0.9776428,0.9897476,0.98315173,0.97769636,0.8777229,0.9900984,0.9922913,0.9834109,0.9963141,0.99733365,0.97868824,0.2576923,0.0,0.2576923,0.0,0.2576923,0.7999858,0.42778394,0.38352394,0.42778048,0.41648263,0.3611114,0.75090635,0.256322,0.2576923,0.3838678,0.25496203,0.51089007,0.2576923,0.32987037,0.31705874,0.9941472,0.9808638,0.9932123,0.6439344,0.9517517,0.9905425,0.98078257,0.9830238,0.9892413,0.99277335,0.9825262,0.987159,0.9867201,0.9855554,0.9804612,0.977781,0.81859326,0.98276466,0.76766825,0.9966148,0.98112303,0.9867529,0.9792343,0.98016566,0.9925557,0.7775854,0.9756521,0.97200936,0.7136051,0.5039209,0.99994123,0.99989635
minspan__bw_delcra_glc__1_0,0.83837163,0.98690975,0.9934981,0.98296404,0.9717974,0.9781299,0.97666603,0.9912686,0.97867954,0.97866225,0.67168456,0.9820204,0.98879015,0.9783633,0.98624957,0.98736084,0.9974421,0.9791462,0.9915105,0.978804,0.9883218,0.98824227,0.98243344,0.98755443,0.9944573,0.9847857,0.9871379,0.78105044,0.9874784,0.7572343,0.98346525,0.98560315,0.9779605,0.9897874,0.9834739,0.9780193,0.8210782,0.9903785,0.9924611,0.9837815,0.99657965,0.9974628,0.97883165,0.25773463,0.0,0.25773463,0.0,0.25773463,0.81285137,0.3365958,0.2545165,0.40363532,0.46195552,0.42141622,0.7350808,0.360889,0.25773463,0.25486046,0.35941646,0.615186,0.25773463,0.32992452,0.3171108,0.99422395,0.9810162,0.99349636,0.6622099,0.85826796,0.990992,0.9811528,0.983384,0.98952645,0.9932095,0.9829554,0.9874749,0.9870463,0.986253,0.98101103,0.97814375,0.90019685,0.983028,0.965674,0.99702555,0.9812357,0.9871414,0.9796128,0.98051846,0.9928413,0.8762269,0.9814742,0.9793916,0.881697,0.69616437,0.99994123,0.9999395
minspan__bw_delcra_glc__2_0,0.8371199,0.9870366,0.9934915,0.98303056,0.97185755,0.97827274,0.97677785,0.991167,0.9787636,0.97875667,0.61245567,0.9820109,0.9888322,0.97835916,0.9862312,0.98741853,0.99743015,0.97919387,0.99155414,0.9787515,0.9882982,0.98832583,0.98241186,0.98758614,0.99450076,0.98485035,0.98717135,0.8207311,0.9875066,0.7601516,0.98347473,0.98562634,0.9780014,0.98980176,0.983511,0.9780498,0.88979274,0.99036515,0.9924321,0.983791,0.9965038,0.99739385,0.9787895,0.25772172,0.0,0.25772172,0.0,0.25772172,0.80776596,0.33512205,0.35693398,0.4053295,0.46151587,0.41963577,0.77618784,0.33215296,0.25772172,0.35727963,0.33071852,0.5865375,0.25772172,0.32990798,0.31709492,0.99421734,0.98096013,0.9935243,0.65492857,0.8778697,0.99102706,0.98117787,0.98337275,0.9895183,0.9932703,0.9830081,0.9874635,0.9870573,0.9862381,0.98085123,0.9781742,0.9396175,0.98308414,0.92601293,0.99708277,0.98125046,0.9872422,0.9796899,0.98057127,0.992935,0.957954,0.9814631,0.9793598,0.91994685,0.63691527,0.99994123,0.99986863
minspan__bw_delcra_trp__1_0,0.8407276,0.9864262,0.99331075,0.98273164,0.97137666,0.97742134,0.9762411,0.99113166,0.9783355,0.9780279,0.54334635,0.9818555,0.9882303,0.9781955,0.98600453,0.98706555,0.9969362,0.9788608,0.9912008,0.97865,0.9877862,0.98800737,0.98209053,0.98725563,0.9940503,0.9845132,0.9866612,0.6986822,0.987152,0.6500895,0.98308414,0.9854775,0.97774446,0.9897337,0.98317057,0.9777963,0.78968114,0.99024343,0.9923966,0.9834626,0.99647653,0.9974615,0.97871566,0.257695,0.0,0.257695,0.0,0.257695,0.805536,0.40073234,0.37669867,0.41038522,0.5283158,0.3757569,0.74930876,0.29515386,0.257695,0.37704602,0.29375416,0.5496174,0.257695,0.32987377,0.31706205,0.9940261,0.98099494,0.9933211,0.6517899,0.8798057,0.9905009,0.98087573,0.98314637,0.98924637,0.99286664,0.98246205,0.9871053,0.9866024,0.98545504,0.9805007,0.9776114,0.7737883,0.98249316,0.77982956,0.996594,0.8881764,0.9865714,0.9791494,0.9789921,0.92015386,0.72877955,0.91756696,0.9271144,0.6597113,0.56777745,0.9998963,0.99994123
minspan__bw_delmntr__1_0,0.8348686,0.9874026,0.9936313,0.9832703,0.9721886,0.9786074,0.9769759,0.99107695,0.9789427,0.97898936,0.6454602,0.9820968,0.989238,0.9785227,0.98638463,0.98763245,0.9975493,0.9793834,0.99175096,0.9787941,0.98839635,0.9885381,0.9824995,0.98782086,0.99471664,0.9850833,0.98719347,0.7603731,0.9876705,0.6920942,0.9836937,0.9856605,0.97813386,0.9900814,0.9837093,0.97818226,0.99058783,0.990434,0.9924284,0.9839392,0.9964242,0.99736786,0.97880274,0.25772884,0.0,0.25772884,0.0,0.25772884,0.84060305,0.3817878,0.38866287,0.4275836,0.48313376,0.40785536,0.7993647,0.3484511,0.25772884,0.38901544,0.34699938,0.6027891,0.25772884,0.3299171,0.31710368,0.9943537,0.9811169,0.9936261,0.7034749,0.9523861,0.9910873,0.9813018,0.9834725,0.98962,0.993398,0.98308885,0.9876411,0.98718655,0.9862758,0.98099416,0.9781684,0.94715285,0.98326164,0.98682016,0.9971086,0.98130524,0.98722976,0.9796703,0.98052406,0.99301434,0.9606835,0.981485,0.9794076,0.9142966,0.6699291,0.99994123,0.9998773
minspan__bw_delnac_ade__1_0,0.8241312,0.98555654,0.99089724,0.98108095,0.9706874,0.9775429,0.974496,0.9884173,0.97684497,0.97761357,0.9999414,0.97991425,0.9876676,0.97655195,0.98458457,0.9855324,0.99593806,0.9770828,0.9894961,0.9760832,0.98641306,0.98623896,0.9805415,0.98540145,0.9926809,0.982644,0.98456734,0.8105149,0.98494303,0.869247,0.9813791,0.9836126,0.97565925,0.9877814,0.9814773,0.97570926,0.9879296,0.98801404,0.98928416,0.98193574,0.9936753,0.99457484,0.976097,0.25699598,0.0,0.25699598,0.0,0.25699598,0.7442707,0.28003556,0.39881468,0.43525684,0.42760167,0.45707628,0.7727544,0.57684803,0.25699598,0.3991783,0.5750454,0.8294495,0.25699598,0.328979,0.31620198,0.991428,0.9788268,0.9912729,0.57114375,0.9083018,0.9886189,0.9792697,0.9810827,0.9875263,0.99114364,0.9804709,0.98540485,0.98518425,0.98466384,0.97933173,0.9764951,0.9935529,0.98080003,0.9909765,0.99414575,0.9788423,0.985105,0.9765606,0.9780237,0.9901717,0.989989,0.97884923,0.97680014,0.9954865,0.98802096,0.9965567,0.99692553
minspan__bw_delnac_glc__1_0,0.8227596,0.9886632,0.99390554,0.98420906,0.97355497,0.98078847,0.9777464,0.9912092,0.9799675,0.9807712,0.7509381,0.98301643,0.9907252,0.9792744,0.9872338,0.98864764,0.998956,0.98017836,0.99236554,0.9790134,0.9894531,0.9891316,0.9832446,0.988537,0.9957619,0.9857525,0.9881499,0.9546615,0.9879442,0.9650701,0.984375,0.9865545,0.9787057,0.9905351,0.984451,0.97874546,0.99078745,0.99070793,0.9923828,0.98470855,0.9965414,0.9974281,0.9788319,0.25775245,0.0,0.25775245,0.0,0.25775245,0.7052038,0.28773037,0.34897566,0.4272235,0.5154254,0.43097246,0.73290366,0.39610136,0.25775245,0.3493369,0.39459416,0.65030015,0.25775245,0.32994732,0.31713274,0.9942305,0.9813226,0.99428755,0.5238567,0.9043866,0.99174845,0.9818428,0.98408806,0.99051434,0.9945416,0.9836732,0.98826915,0.98789406,0.9872494,0.9815144,0.979124,0.99640834,0.98391175,0.99387616,0.9972103,0.9815317,0.98811185,0.980225,0.98117566,0.9932626,0.99335593,0.98216087,0.9800781,0.99861205,0.775449,0.99994123,0.99960244
cra_crp__wt_ac__1_0,0.8407915,0.98701906,0.9928805,0.9828804,0.97174674,0.97886276,0.9764988,0.95512825,0.9786502,0.9793604,0.47997215,0.9823292,0.98914623,0.97851026,0.9866268,0.98744935,0.9971228,0.9791703,0.9909382,0.9784463,0.9882304,0.98838073,0.9828009,0.98746836,0.9942733,0.9845964,0.987159,0.71340984,0.98641425,0.5774382,0.9835509,0.9854811,0.97758573,0.99018824,0.9837064,0.9777395,0.9912164,0.9904146,0.99167264,0.9837099,0.99550366,0.99629337,0.9781352,0.2576923,0.0,0.2576923,0.0,0.2576923,0.5359223,0.16358732,0.46118155,0.16358386,0.4889147,0.25470975,0.67084676,0.2565933,0.2576923,0.46152198,0.25526097,0.511189,0.2576923,0.32987037,0.31705874,0.99394155,0.9805614,0.99351645,0.37560266,0.9981458,0.86855745,0.9815222,0.98310506,0.9893899,0.9940521,0.98317075,0.9878036,0.9872368,0.9865473,0.98095715,0.9787729,0.99638325,0.98321563,0.99428886,0.99749434,0.9810366,0.9877448,0.9790978,0.9806893,0.9924105,0.9372155,0.9811438,0.9791375,0.844296,0.5043788,0.99994123,0.99988425
cra_crp__wt_ac__2_0,0.8409166,0.98698956,0.9928943,0.98285955,0.971712,0.9788816,0.9765004,0.9072457,0.97866905,0.9793983,0.4880817,0.9823446,0.98914963,0.9784634,0.98655754,0.98745096,0.9970986,0.97919613,0.9909727,0.97839606,0.9881854,0.988372,0.9827576,0.9874613,0.9942543,0.98463255,0.9870881,0.70719904,0.9864833,0.61950785,0.9835715,0.985519,0.97765815,0.99027115,0.9837443,0.9777964,0.9911749,0.99044913,0.99171233,0.9837011,0.99547774,0.9963072,0.9781057,0.2576941,0.0,0.2576941,0.0,0.2576941,0.5774819,0.18912889,0.46940848,0.18912716,0.48492113,0.25470978,0.6947157,0.26183793,0.2576941,0.46975237,0.26050043,0.51642156,0.2576941,0.32987264,0.31706095,0.9939951,0.98055434,0.9935423,0.40416113,0.99815273,0.9035511,0.98156697,0.9831309,0.98940367,0.9940866,0.9831464,0.9878363,0.9872816,0.9865023,0.9810054,0.97872263,0.99639875,0.98320174,0.9942819,0.9975341,0.98103476,0.98773956,0.9791201,0.9807064,0.9923914,0.935983,0.9811039,0.97910106,0.8181064,0.5124937,0.99994123,0.9999101
cra_crp__wt_fru__1_0,0.83856446,0.9869327,0.9930922,0.9828316,0.9720041,0.9786406,0.9767067,0.99105287,0.97880995,0.9791262,0.712157,0.9822267,0.98904294,0.9784211,0.9863693,0.9875169,0.9973644,0.9792403,0.9914331,0.9785905,0.9884968,0.98860395,0.98285925,0.98749095,0.9944489,0.9847655,0.9870952,0.8068442,0.9868809,0.66248375,0.98350734,0.9857299,0.9779407,0.98991394,0.9836093,0.9780132,0.99066055,0.9905033,0.9924078,0.98379076,0.9962186,0.99690646,0.9788497,0.25772482,0.0,0.25772482,0.0,0.25772482,0.47500524,0.20670007,0.37987906,0.20669661,0.4375351,0.27882844,0.54175013,0.37926552,0.25772482,0.3802247,0.3777827,0.6334993,0.25772482,0.32991198,0.31709877,0.99442816,0.9810273,0.9937783,0.34297752,0.8403238,0.9380821,0.98143345,0.98345894,0.9895942,0.99336874,0.9832654,0.9876741,0.98729044,0.98655945,0.9812243,0.97847813,0.9961322,0.9832291,0.9938163,0.9971968,0.98137987,0.9875722,0.9795393,0.9807819,0.99253744,0.90438473,0.9813332,0.97932154,0.848654,0.7366515,0.99986863,0.99994123
cra_crp__wt_fru__2_0,0.8343925,0.9874544,0.9932908,0.9831527,0.9724857,0.9790912,0.97709507,0.9910665,0.9791552,0.9794438,0.69652736,0.9824372,0.989416,0.97863495,0.98656607,0.9878277,0.9976599,0.979525,0.9917163,0.9787767,0.988659,0.9888197,0.982973,0.9877309,0.9947754,0.9850573,0.98728156,0.84132636,0.9870863,0.71385515,0.9836833,0.9859283,0.9780508,0.9900589,0.98380256,0.97817695,0.99076235,0.990529,0.9924422,0.9840099,0.9963153,0.9970723,0.9788631,0.2577302,0.0,0.2577302,0.0,0.2577302,0.60623497,0.24775971,0.4378449,0.24775626,0.48426485,0.33899403,0.68696475,0.3722704,0.2577302,0.438194,0.37079617,0.62653536,0.2577302,0.32991883,0.31710532,0.99442977,0.9810753,0.99386805,0.4269014,0.86409473,0.9910734,0.98160934,0.9835191,0.989753,0.99354833,0.98346204,0.98782945,0.98736626,0.9867112,0.9811617,0.9786384,0.9962133,0.9834275,0.99382484,0.9973143,0.9813605,0.9876618,0.9797359,0.98088175,0.9927827,0.9925926,0.98139155,0.97939193,0.90226215,0.7210154,0.9999015,0.99994123
cra_crp__delcra_ac__1_0,0.8365484,0.9874467,0.99276525,0.9826466,0.97202,0.9779467,0.9766041,0.9905587,0.97883826,0.9781506,0.3988188,0.9820211,0.98883426,0.9783286,0.986569,0.98729813,0.9970349,0.97908884,0.99118423,0.97852725,0.9881725,0.988347,0.9827278,0.987426,0.99419767,0.98460084,0.9870873,0.6781665,0.9865931,0.63656706,0.98357105,0.98546654,0.97764087,0.9896222,0.98371273,0.9777912,0.9911514,0.99032545,0.9920257,0.98356587,0.9961226,0.9968673,0.9786793,0.25767452,0.0,0.25767452,0.0,0.25767452,0.55005753,0.20272699,0.44035602,0.20272353,0.4683879,0.35074663,0.6713516,0.1966914,0.25767452,0.44069815,0.19540584,0.45140082,0.25767452,0.32984757,0.31703684,0.99361193,0.98060596,0.9935238,0.38474324,0.99802154,0.961364,0.9814302,0.98315114,0.98930943,0.9935082,0.9831719,0.9877353,0.9871115,0.9864411,0.98073035,0.9786845,0.99630916,0.98309934,0.9933285,0.9975101,0.9809187,0.9876126,0.9791476,0.9807079,0.99229354,0.92121595,0.98099643,0.9790145,0.79700345,0.42319614,0.99994123,0.9997892
cra_crp__delcra_ac__2_0,0.836736,0.9874411,0.9927477,0.9826633,0.97204834,0.9779718,0.976567,0.99057907,0.9788289,0.9781653,0.4398588,0.98205155,0.9888563,0.97838825,0.9866186,0.9873184,0.99708664,0.97908634,0.99121845,0.9785628,0.98819965,0.9883604,0.98272544,0.9874791,0.9942269,0.9846072,0.98708516,0.6760415,0.9866566,0.6472034,0.9836119,0.98550403,0.97767115,0.9897168,0.983745,0.97780937,0.99115276,0.9903614,0.9920185,0.9835653,0.99616045,0.9969121,0.978682,0.25768387,0.0,0.25768387,0.0,0.25768387,0.5761198,0.19788046,0.43440357,0.19787702,0.47644168,0.36439997,0.6612241,0.22892694,0.25768387,0.43474573,0.22761542,0.48357648,0.25768387,0.32985952,0.31704834,0.99363244,0.9806968,0.9935201,0.40314457,0.9980301,0.9437372,0.9814865,0.98316437,0.9893643,0.9935391,0.98318166,0.98775387,0.9871404,0.98648036,0.9807884,0.9787027,0.9962866,0.9831125,0.99421996,0.9975549,0.98093873,0.9876381,0.97916585,0.98071927,0.9922984,0.894001,0.98101306,0.96586734,0.79821604,0.46425256,0.99994123,0.99983066
cra_crp__delcra_fru__1_0,0.8356861,0.9870572,0.9933039,0.9833479,0.972194,0.9791079,0.9768592,0.9911381,0.9789558,0.9795383,0.8579765,0.982271,0.98925406,0.97863954,0.9865853,0.9877382,0.99785495,0.97942597,0.9916964,0.9787588,0.9888825,0.98879087,0.9827913,0.98766214,0.99478,0.9849571,0.9873614,0.8115168,0.9877088,0.76768273,0.98372126,0.9860564,0.9782489,0.9899368,0.98377657,0.9783146,0.88270575,0.9906766,0.99248284,0.9840773,0.9966658,0.99742633,0.978999,0.25775868,0.0,0.25775868,0.0,0.25775868,0.57805187,0.20133612,0.2545299,0.2013292,0.4864652,0.38657495,0.58532524,0.43924502,0.25775868,0.25487906,0.43766862,0.6932685,0.25775868,0.3299553,0.3171404,0.99429256,0.98125297,0.9939815,0.4045891,0.74099857,0.9912712,0.9816315,0.9837489,0.9897726,0.99371874,0.9837178,0.98790586,0.9875083,0.98695695,0.98146904,0.97856694,0.9960677,0.98353803,0.99366516,0.9973693,0.9815088,0.9875982,0.97981143,0.98085713,0.9931604,0.99293226,0.9817715,0.97973365,0.9982819,0.882526,0.9998738,0.99994123
cra_crp__delcra_fru__2_0,0.8354516,0.98705536,0.99334705,0.9834152,0.97217137,0.9791095,0.9768884,0.99110866,0.979011,0.9795434,0.83623976,0.98232794,0.9892367,0.97859097,0.98655236,0.98774505,0.9978221,0.97943276,0.9917344,0.97882605,0.98884606,0.98878384,0.9828033,0.98764306,0.99477994,0.9849656,0.98735094,0.8311148,0.9877675,0.80961245,0.9837056,0.9860805,0.97825044,0.9899454,0.9837903,0.9783213,0.8987712,0.9907007,0.9925399,0.98404956,0.9966796,0.9974505,0.9789989,0.25776047,0.0,0.25776047,0.0,0.25776047,0.5180964,0.21114494,0.360939,0.21935351,0.4610477,0.38891107,0.60975975,0.43083376,0.25776047,0.36128986,0.42927122,0.6848953,0.25776047,0.3299576,0.3171426,0.9943133,0.98122174,0.994016,0.36494043,0.7490619,0.9912746,0.9816556,0.98372114,0.9898123,0.9937498,0.98369175,0.98785394,0.9875376,0.9869171,0.9814309,0.97860134,0.996104,0.98361397,0.9936789,0.9973934,0.98148966,0.98765516,0.9798649,0.9808518,0.99317074,0.9929547,0.9818146,0.9797577,0.9982871,0.86078256,0.99989974,0.99994123
cra_crp__delcra_glc__1_0,0.836041,0.9870505,0.99340767,0.98318565,0.97225666,0.9789993,0.9769546,0.9911866,0.9789613,0.97941417,0.76650715,0.98239225,0.98921967,0.978467,0.98641956,0.9876813,0.99789304,0.97938305,0.99172765,0.97886276,0.9888152,0.9887253,0.9828624,0.987626,0.9947593,0.984921,0.98739266,0.7748452,0.9875949,0.7427375,0.98373526,0.98601854,0.9782008,0.9899404,0.9838044,0.97826475,0.9851025,0.99057305,0.9924847,0.9839842,0.99666065,0.9974367,0.9790339,0.25775513,0.0,0.25775513,0.0,0.25775513,0.50246215,0.23396993,0.25452638,0.23396474,0.47162837,0.37848738,0.51995754,0.40266666,0.25775513,0.2548755,0.4011456,0.656837,0.25775513,0.32995075,0.31713602,0.99424255,0.9811858,0.99395907,0.35634246,0.785508,0.99113995,0.9814209,0.9837059,0.98980385,0.99369806,0.9835417,0.9878058,0.9874307,0.9869139,0.9814641,0.9784238,0.9783719,0.98353827,0.99372745,0.99734336,0.98145026,0.98763984,0.9797547,0.9808125,0.99305165,0.9928615,0.98180807,0.9797564,0.99821967,0.7910235,0.9999395,0.99994123
cra_crp__delcra_glc__2_0,0.83360934,0.9873629,0.9934645,0.9833165,0.9725082,0.9792753,0.9771043,0.9912469,0.97920096,0.9796141,0.79874545,0.98246264,0.98943365,0.9786046,0.9865557,0.98786074,0.9980226,0.97954667,0.99194694,0.9789054,0.9889929,0.9889013,0.9829138,0.98781925,0.9949822,0.9851401,0.9874874,0.8269892,0.98777777,0.77966624,0.98387825,0.98614955,0.9783125,0.99008703,0.9839422,0.97840583,0.98305726,0.9906056,0.9925657,0.9841237,0.9967262,0.99752307,0.9790523,0.2577627,0.0,0.2577627,0.0,0.2577627,0.5169237,0.2665141,0.3341106,0.27173764,0.49159604,0.40936086,0.56753945,0.4159257,0.2577627,0.3344632,0.41438562,0.67005163,0.2577627,0.32996047,0.31714535,0.99423546,0.9813201,0.9940868,0.36427292,0.7812859,0.99128664,0.9816105,0.98381084,0.9899384,0.99386555,0.98364663,0.9879921,0.98756343,0.9869636,0.9815327,0.97852683,0.9960711,0.9836449,0.99371517,0.9974712,0.98143935,0.98773456,0.979901,0.9808983,0.9931603,0.99293905,0.98189914,0.97987163,0.9982836,0.8232746,0.99994123,0.9999326
rpoB__wt_031__1_0,0.83038145,0.9878139,0.99339277,0.98389244,0.972968,0.9799243,0.9774062,0.99091786,0.9795631,0.9801334,0.6487807,0.9829609,0.9901332,0.9788441,0.98690134,0.9882425,0.99786556,0.9798811,0.9918546,0.9790999,0.9888405,0.9889839,0.98314583,0.98818547,0.9951228,0.98537874,0.98747516,0.7838216,0.9875149,0.76817375,0.9842623,0.9861876,0.9783412,0.9904893,0.9844161,0.97847253,0.9913309,0.9908626,0.99216914,0.98430204,0.9961494,0.9970118,0.9785261,0.25772974,0.0,0.25772974,0.0,0.25772974,0.557512,0.29116848,0.4830283,0.2911633,0.4651959,0.34392422,0.7054994,0.3500337,0.25772974,0.48339295,0.34859577,0.60438293,0.25772974,0.32991827,0.3171048,0.9942275,0.98135877,0.99419814,0.3898187,0.99834603,0.9911495,0.9817234,0.983768,0.9900728,0.99430877,0.9834932,0.98767906,0.9876705,0.9868167,0.98134667,0.978832,0.9964553,0.9835105,0.994136,0.9976478,0.98101485,0.9878156,0.9795752,0.9808662,0.99274987,0.9926531,0.98138815,0.9794525,0.9186395,0.6732514,0.99994123,0.9999153
rpoB__wt_044__1_0,0.82202834,0.98842424,0.9937549,0.98444,0.97347444,0.98073065,0.97820187,0.9912417,0.9802311,0.9807808,0.84527326,0.9833787,0.9906194,0.9793047,0.98725575,0.9888287,0.9986811,0.9803763,0.9924862,0.97941357,0.98934376,0.98953044,0.98348415,0.9885366,0.99574786,0.9858453,0.9876896,0.94482106,0.988241,0.89014167,0.9846509,0.98680806,0.97889847,0.9906471,0.98475116,0.97901773,0.99120885,0.9911691,0.99267805,0.9848186,0.99661905,0.997447,0.97889847,0.2577627,0.0,0.2577627,0.0,0.2577627,0.6145045,0.3126305,0.42058402,0.3126236,0.5073306,0.4088527,0.67982113,0.4343377,0.2577627,0.4209643,0.43278378,0.68839794,0.2577627,0.32996047,0.31714535,0.99448436,0.98186284,0.9946918,0.43391076,0.9981004,0.9913558,0.9819942,0.9843778,0.9905382,0.9944688,0.9836795,0.987821,0.9880284,0.98720044,0.9818006,0.97882414,0.9964704,0.98370194,0.99410236,0.99747294,0.98149985,0.98794025,0.9796763,0.98096055,0.99308425,0.99285436,0.9818248,0.97981113,0.99831474,0.869818,0.9999015,0.99994123
rpoB__wt_lb__1_0,0.8289337,0.98794585,0.99310035,0.9835966,0.9726812,0.9797278,0.9773415,0.99077624,0.97938913,0.9798764,0.42044467,0.98274475,0.99012136,0.978653,0.98667413,0.9881705,0.99755496,0.97967595,0.99159527,0.97870654,0.98838997,0.98896015,0.98292446,0.98792857,0.99496305,0.9850844,0.9875329,0.81841224,0.98716486,0.8207087,0.9837677,0.9859,0.97799295,0.98987424,0.9841513,0.9781139,0.991559,0.99034774,0.9919098,0.98410636,0.9960655,0.99683785,0.9783627,0.2576794,0.0,0.2576794,0.0,0.2576794,0.57487434,0.18360424,0.6134714,0.18359734,0.54000616,0.36392367,0.88067347,0.2142735,0.2576794,0.6138291,0.21297581,0.4689532,0.2576794,0.32985383,0.31704286,0.99390036,0.98071617,0.9938347,0.4022339,0.99835324,0.9910026,0.9815058,0.98311627,0.9896876,0.9939591,0.9834688,0.9878768,0.9871908,0.9870353,0.98074555,0.9792491,0.9965804,0.98331153,0.9942321,0.9976258,0.98093563,0.98800635,0.97958606,0.980749,0.9924921,0.99248,0.9813054,0.97937185,0.997707,0.4448294,0.99994123,0.9997546
rpoB__wt_lb__2_0,0.83148545,0.9876426,0.99299365,0.9833628,0.9723393,0.9793974,0.97711325,0.99076134,0.97912097,0.97963244,0.339106,0.9825352,0.9897955,0.9783625,0.98639685,0.98790526,0.99738234,0.9794856,0.99135053,0.9785283,0.98819727,0.988745,0.9827425,0.9877756,0.99471635,0.98490226,0.98746985,0.78168786,0.98695666,0.75708884,0.9835995,0.98570573,0.97784066,0.9895691,0.9839883,0.9779633,0.9914507,0.9902171,0.9917704,0.9839883,0.99596035,0.99671024,0.9782847,0.2576616,0.0,0.2576616,0.0,0.2576616,0.5401693,0.18505847,0.612337,0.18505329,0.5059308,0.38625655,0.87667835,0.13713558,0.2576616,0.6126947,0.13588464,0.39192727,0.2576616,0.32983103,0.31702095,0.99379367,0.9805309,0.99372107,0.378293,0.99824107,0.9908667,0.9813672,0.98299134,0.98952246,0.9938075,0.98332995,0.9876875,0.9870655,0.9868236,0.9805689,0.9791158,0.9964528,0.9831658,0.9154507,0.997505,0.98081946,0.98784304,0.97950286,0.9806484,0.99235266,0.9923008,0.9811477,0.97919875,0.9703592,0.36345965,0.99994123,0.9997339
